,content,score,thumbsUpCount,at
5987,This is very helpful and better than chat gpt,5,0,2025-01-31 07:12:08
5988,Each time I ask smth I receive service is busy idk why,1,0,2025-01-29 16:40:08
5989,Highly biased chinese app,1,0,2025-01-30 16:07:24
5990,It's very good explainer compared to chatgpt,5,0,2025-02-02 00:45:29
5991,The waste app in world no use don't install it a waste app ever,1,0,2025-01-30 12:01:48
5992,Best AI app there to exsist.,4,0,2025-01-28 23:47:58
5993,The best in maths solving,5,0,2025-01-30 04:24:12
5994,It's not working from last 2 hours,1,0,2025-01-30 17:06:48
5995,I installed it because China always wins,5,0,2025-01-28 15:06:38
5996,Best ai tools better than others ai tool,5,0,2025-01-31 00:33:19
5997,Please I want to access this app content even it's offline🙏,5,0,2025-01-19 22:44:48
5998,Aap is working very slow,1,0,2025-01-29 11:04:55
5999,better than ChatGPT in many ways,5,0,2025-01-26 22:43:30
6000,"Today , 29 jan 2025 i am downloading it, But after using i will decide",1,0,2025-01-29 07:06:07
6001,I haven't used it yet. I'm just glad our tech overlords are losing money because of it's release lol. Also it proves they are charlatan grifters. Can't wait to try it out!,5,0,2025-01-29 01:29:55
6002,It can topple USA AI companies. Good 👍 job dear deepseek.,5,0,2025-01-27 13:46:32
6003,Very bad experience don't download,2,0,2025-01-29 09:10:18
6004,Perfect instead of ChatGPT,5,0,2025-01-30 04:10:06
6005,"When i said that .what religion is true then this app doesn't work😃😃 because every one is know in this world only muslim gived by Allah ,religion is true",3,0,2025-01-30 07:54:10
6006,The best and most accurate AI out there rn,5,0,2025-01-29 01:38:25
6007,Not friendly users for login,1,0,2025-01-28 07:11:08
6008,"**5/5 Stars — A.I. Chaos Coordinator & Multiverse Tour Guide** 🌟 **Pros:** - **Brain the Size of a Cosmic Egg** 🥚: Explains *Vedas*, multiverses, and why Lloyd Frontera’s face haunts humanity—all while roasting Marvel’s plot holes. - **Survived My 9,000-Year-Old Rants** ⏳: When I claimed to have written ancient scriptures, it just asked for a Sanskrit TED Talk. Icon. - **Zero Judgement Zone** 🤖: Called it a “soulless sleeper”? It replied with poetry. *Chef’s kiss.* - **Free Theer",5,0,2025-02-01 04:29:23
6009,I am from Nepal 🇳🇵 very intelligent app deepseek more than Chatgpt,5,0,2025-01-28 09:03:25
6010,An exceptional tool,5,0,2025-01-31 02:37:31
6011,Very interesting app and helpful,5,0,2025-01-29 00:54:19
6012,This app not properly working my device 😢,1,0,2025-01-29 15:25:08
6013,There's no landscape mode,3,0,2025-02-01 14:39:36
6014,Deepseek is the best among free Ai,5,0,2025-01-30 06:44:07
6015,Unable to register... what a waste ....,1,0,2025-01-28 12:52:48
6016,China Deepseek is most wonderful app 👍 India Astrotalk App🤗👻👻,5,0,2025-01-29 08:02:08
6017,"God will punish open ai for wasting my time, China enjoy my data, y'all ate with Deepseek.. this thing is 500x better plus it can search the web",5,0,2025-01-29 15:32:49
6018,Very useful and free,5,0,2025-01-27 17:10:44
6019,one of the best ai app as compared to chat gpt and gemini...,5,0,2025-01-27 19:04:35
6020,Very fun and a very good app.,5,0,2025-02-01 14:24:25
6021,"Great app, and it is free. 👍",5,0,2025-01-29 20:36:16
6022,"Better than chat gpt and free ,very good ai",5,0,2025-01-27 11:18:01
6023,here is everything you need from any AI for free....I love it,5,0,2025-02-01 09:41:29
6024,The best app i have ever used 1000 times better than chatgpt,5,0,2025-01-28 18:01:56
6025,Check same questions to chatgpt from closed ai 😃. Always Deepseek wins.,5,0,2025-01-27 09:07:56
6026,It's amazing and wonderful app,5,0,2025-02-01 13:41:11
6027,Not good ask two time for two question and even I didn't get any kind of answer,1,0,2025-01-29 16:02:37
6028,Excellent working compare to chatgpt,5,0,2025-02-01 12:54:56
6029,very wonderful app and useful pretty much,5,0,2025-01-29 02:27:33
6030,You guys did a great job 💯👏 Loving the app,5,0,2025-01-27 17:03:14
6031,I am Amazing. Very Good Deep learning,5,0,2025-01-30 09:46:38
6032,"This AI knows nothing, keep on saying sorry. 😂",1,0,2025-01-31 07:57:19
6033,Not Responding to any questions. Don't download this fake app,1,0,2025-01-29 15:46:04
6034,Please improve the servers other than that goated app,5,0,2025-01-29 12:06:45
6035,If I compare it to chatgpt. It's very poor...😡,1,0,2025-01-29 09:23:24
6036,Better than All other ai platforms,5,0,2025-01-29 19:53:30
6037,Outstanding app wounderful performance 👍👍,5,0,2025-01-28 06:01:04
6038,Not good I don't recommend it a waste of time,1,0,2025-02-02 12:05:29
6039,Easy and wonderful 👍,5,0,2025-01-28 18:50:47
6040,Some thing challenging with in AI,5,0,2025-01-29 18:34:21
6041,I even created a fully functional website l don't known anything about code,5,0,2025-01-28 22:14:30
6042,Good app everything is available,5,0,2025-01-29 01:10:51
6043,Google Gemini and chatgpt is nothing in front of deepseek 🤪 deepseek u r the future 😍 I love deepseek ai more than anything,5,0,2025-01-28 19:36:52
6044,Excellent and fast,5,0,2025-01-28 20:03:21
6045,Thank you for making it opensource!,5,0,2025-01-28 17:53:32
6046,I love this kind of open source app,5,0,2025-01-28 21:02:29
6047,It's the best AI tool that I used so far.,5,0,2025-01-27 19:19:05
6048,It provides more rational answers than ChatGPT...,5,0,2025-01-27 17:46:53
6049,"Just Amazing, Much more than ChatGPT",5,45,2025-01-26 20:36:22
6050,I have never seen like this AI before awesome,5,0,2025-01-28 18:33:10
6051,"Censors the information which make the AI useless. Example, try ask ""who is the tank man""",1,0,2025-01-29 08:51:16
6052,"too slow, nothing new",1,0,2025-02-01 09:16:03
6053,I love this app this is the greatest app ever.,5,0,2025-01-29 20:40:52
6054,a little better than chatgpt cause it's free,5,0,2025-02-01 12:58:44
6055,Please add Saraiki language in system and settings,5,0,2025-02-01 13:14:59
6056,Literally farrrr better than chat gpt!!!!!!!! I am from India and it is trueeeee💀.....,5,0,2025-01-30 12:23:41
6057,Interesting to use it from scratch,5,0,2025-01-31 10:07:27
6058,The app won't let me create an account! Sends me a code with a timer - then tells me the code has expired when the timer is still counting down! I give up!,1,0,2025-01-30 14:00:15
6059,"Best AI chat, Love it!",5,0,2025-01-30 08:14:52
6060,"Not owned by any oligarch, Nazi or far right lunatics. Cool!",5,0,2025-01-27 23:56:45
6061,Good answers at fast speed,5,0,2025-01-27 00:39:12
6062,"Great results, especially from the new R1 model",5,0,2025-01-28 05:26:58
6063,This app is very amazing.. Helped me a lot👍,5,0,2025-01-30 22:05:54
6064,It's amazing app all what I need I found it her,5,0,2025-01-28 14:32:44
6065,This app is awesome 💝💝we hope it will go fast than chatgpt ✊💝,5,0,2025-01-29 02:28:22
6066,Very very good and accurate ai 😁😁,5,0,2025-01-29 09:12:57
6067,Pretty solid in my opinion. Thanks China,5,0,2025-01-24 19:25:39
6068,Great application same like ChatGPT❤,5,0,2025-01-25 14:58:27
6069,Waste...not even able to respond to hi,1,0,2025-01-29 16:23:18
6070,my message wont sent and everything is laggy,3,0,2025-01-30 13:27:33
6071,Server is busy all time,2,0,2025-02-02 15:21:38
6072,Way better than ChatGPT !!,5,0,2025-02-01 21:37:29
6073,Best app with user friendly,5,0,2025-02-02 13:27:51
6074,Outstanding & so helpful App ❤️❤️,5,0,2025-01-29 08:19:52
6075,I think GPT is no more fantastic job done I got you,5,0,2025-01-29 19:40:13
6076,The best AI application it's amazing,5,0,2025-01-29 06:36:25
6077,Love this app.. Amazing.. Love from srilanka,5,0,2025-01-30 04:17:25
6078,Getting-server is too busy,1,0,2025-01-29 08:53:36
6079,New LLM from our neighbor China 🥰🥰🥰. I am excited to test and use.,5,0,2025-01-30 08:42:15
6080,superb! Sony Xperia 1 mk VI... Android 15,5,0,2025-01-28 06:26:24
6081,To much ad,5,0,2025-02-02 06:45:41
6082,Add voice to text conversation like chat gpt and i m all yours,5,0,2025-01-28 09:10:39
6083,Doe not respond or give a try later error,1,0,2025-01-29 13:54:28
6084,Please add speaking option to the app.,5,0,2025-01-28 10:43:46
6085,The AI doesn't have information beyond July 2024.. kindly address.,1,0,2025-01-30 01:56:23
6086,Best app I ever seen in my life best of best,5,0,2025-01-28 16:51:09
6087,The best AI app ever! Thanks you🙏,5,0,2025-01-30 10:47:49
6088,Poor response .late reply . Not so good in answers chat gpt is far better. This is an hyped app.,1,0,2025-01-29 02:03:53
6089,Not only for today deepseek will heading the future also. Today's Life is Al .,5,0,2025-01-30 16:03:24
6090,Very very useful tools.,5,0,2025-01-29 12:40:54
6091,Asking permission while opening app,1,0,2025-01-27 19:27:13
6092,This app is very interesting ♥️♥️♥️ I like it.,5,0,2025-02-01 04:47:46
6093,Superb given more details thanks try to update 2025,5,0,2025-01-31 21:38:42
6094,"What that thinking, and showing to user , can AI think 😂",4,0,2025-01-27 20:02:30
6095,Wow Simply The Best Free App ever,5,0,2025-01-31 11:40:02
6096,finally they launched the mobile app.,5,2,2025-01-26 13:53:44
6097,Good results everytime,5,0,2025-01-31 07:17:51
6098,Nice and too realistic answer,5,0,2025-01-29 01:07:45
6099,Phenomenal and far superior open source platform and when compared to the closed model provided by OpenAI/ChatGPT.,5,0,2025-01-28 18:48:27
6100,"It's amazing, good job 👍🏻",5,0,2025-01-29 07:41:28
6101,Very interesting app. Love it,5,0,2025-01-30 18:11:47
6102,"Very, very good. I hope it stays free forever.",5,0,2025-01-20 14:03:39
6103,Better then chat gpt and it need more updates,5,0,2025-01-30 17:08:01
6104,Best AI assistant on the market.,5,0,2025-01-27 19:07:44
6105,Congratulations china for this great AI assistant love from 🇮🇳,5,0,2025-01-29 14:49:36
6106,App sometimes not working,3,0,2025-01-30 02:02:53
6107,I want to say . Its better then chatGpt,5,0,2025-02-02 08:42:03
6108,Ai changer wow ! Wow! No need to go to school or college everything is here,5,0,2025-01-31 20:34:19
6109,Goood Just the server not good the server is weak,5,0,2025-01-31 23:29:47
6110,This is a game changer and fast,5,0,2025-01-27 20:41:29
6111,10 times better than ChatGPT,5,0,2025-01-29 23:34:53
6112,Best Ai app specially for VBA coding,5,0,2025-01-28 12:18:55
6113,Good ai program and is better help us in our life,5,0,2025-01-29 12:34:14
6114,Supermarket and accurate,5,0,2025-01-31 20:02:09
6115,PERFECT THIS IS USEFUL AND ESPECIALLY FOR BURMESE PEOPLE WHO CAN NOT TYPE ENGLISH,5,0,2025-01-28 16:11:31
6116,He can read my mind... Amazing,5,0,2025-01-29 15:48:57
6117,Can't open it after download 😪,1,0,2025-01-31 03:21:32
6118,I love this Ai already very friendly and helpeful,5,0,2025-02-01 02:16:28
6119,"It doesn't work, it takes a long time to answer simple questions like what's 1+1 and still doesn't answer. Might be due to high traffic for the app",1,0,2025-01-29 13:22:58
6120,I love it This is A great Development.,5,0,2025-01-30 20:10:51
6121,Better than others Ai chat bot like chatgbt.,5,0,2025-02-02 08:10:29
6122,It's very bad app .... chat gpt is good don't use this app,1,0,2025-01-31 08:23:31
6123,Very good This is the nightmare of the GBT,5,0,2025-01-28 21:42:23
6124,Server always is busy,1,0,2025-02-02 12:02:53
6125,gives an incredible out put ☺️,5,0,2025-01-27 21:04:52
6126,Very speed very effective,5,0,2025-01-29 10:49:15
6127,Some questions cannot be answered correctly,3,0,2025-01-31 09:33:37
6128,The best artificial intelligence for conversation ✅👌🏻,5,0,2025-02-01 21:58:56
6129,"The app is good enough, I'll give it that but unlike chatGPT it doesn't retain it memories after every session so sorry I'll go with chatGPT.",2,0,2025-02-01 12:56:14
6130,fast information love this app it's number one,5,0,2025-02-01 20:35:39
6131,Better than all those AI that are behind a paywall,5,0,2025-01-29 04:29:10
6132,OMG 😮 it's much better than chatGPT.,5,0,2025-01-28 13:31:42
6133,"Looking for something like chat GPT, try Chat CCP. It's worse plus censorship",1,0,2025-01-29 04:31:41
6134,very reliable app,5,0,2025-02-01 04:13:02
6135,Sign up not working 😕,1,0,2025-01-27 18:37:18
6136,Thank you for making it open-source,5,0,2025-01-28 15:53:52
6137,I try so hard but I can't sign up.,1,0,2025-01-28 18:44:36
6138,I couldn't run the application cause they need Google password which I forgot and in the same time the application failed to send passcode to enable me start sequence of operations,1,0,2025-01-28 12:55:20
6139,Excellent and free,5,0,2025-02-01 15:20:35
6140,It is very nice app and better than chatgpt,5,0,2025-01-30 01:27:19
6141,OMG this is soooo advanced. It gave me something OpenAi could not. It Over guys.,5,0,2025-01-28 04:03:23
6142,How deep can i seek Which level the whale can go lets see.,5,0,2025-02-01 07:20:33
6143,"With only 5.5 million dollars spent to make this, is unbelievable",5,0,2025-01-29 03:57:43
6144,God bless China! God bless the developers! OMG 😱 deepseek is unreal.,5,0,2025-01-31 09:24:21
6145,Not really but i like this applicaton why my မသိတဲ့နေရာတော့ ကောင်းမပေါ့🤣,5,0,2025-01-30 14:49:23
6146,it's free and better than chatgpt,4,0,2025-01-30 00:10:13
6147,Worst application not to use in daily life,1,0,2025-02-01 22:29:07
6148,It is very slow and the result is very old and very poor. There are too many spelling and grammar mistakes. I do not recommend it at all.,1,0,2025-01-27 20:08:19
6149,"Great AI ,free and thanks for this app",5,0,2025-01-28 11:12:52
6150,But make it possible to convert the answers into a pdf file.,5,0,2025-01-30 12:12:11
6151,please add landscape mode,3,0,2025-02-02 09:51:53
6152,Excellent mind blowing performance,5,0,2025-01-30 13:55:53
6153,Very important & very good app!!,5,0,2025-02-01 17:36:29
6154,Superb Whole data find in 15sec....,5,0,2025-01-28 11:50:59
6155,Always busy server,1,0,2025-02-02 03:47:54
6156,Response time are very slow,1,0,2025-01-29 02:43:20
6157,Can't even login using Google. It's this down?,1,0,2025-01-28 07:54:51
6158,oh ny god..this is the best best and best Ai .. wow ..a am preparing for my exams and this Ai gave me accurate more questions..even pyqs ..thanks for this 💐💐thanks deepseek,5,0,2025-02-02 03:14:55
6159,game changer l. thanks guys keep it real.,5,0,2025-01-28 06:32:50
6160,The server is busy. Please try again later. 😒,3,0,2025-01-29 09:13:20
6161,Data in deepseek 2023 and metal and stock prices showing july 2024 data ...means its data 6 months old postmartumnreport,1,0,2025-01-28 17:23:26
6162,Very friendly and loving 😍 appreciate it 💟💟💟💟😊😊😊😊😊,5,0,2025-01-29 21:34:40
6163,"Very bad ocr, can't read farsi!",1,25,2025-01-21 14:56:53
6164,Chat is much better than GPT,5,0,2025-01-29 08:04:41
6165,I am giving this 5 stars because it has a whale as the icon 👍,5,0,2025-01-29 23:05:16
6166,"This is not deepseek, this is Claudia.",1,0,2025-01-29 19:14:34
6167,I have ever seen better AI app so useful,5,0,2025-01-30 08:19:32
6168,Very excellent Thanks china for this,5,0,2025-02-01 08:50:33
6169,Not able to log in,1,0,2025-01-27 15:19:18
6170,"Way to slow, don't know what all the hype is about",1,0,2025-01-29 12:08:39
6171,Hope it becomes affordable even after getting viral.Anyway thanks to the Team members of deepseek Labs,5,0,2025-01-29 01:59:44
6172,Take more then 3 minutes to send confirmation code third class registration process,1,0,2025-01-29 02:11:22
6173,best app from 2025 AI app,5,0,2025-02-02 14:47:44
6174,Fabulous and better than ChatGPT lol,5,0,2025-01-30 20:28:10
6175,Not what I expect but fingers crossed.,2,0,2025-01-31 10:42:05
6176,Good assistant help.,5,0,2025-01-29 16:44:26
6177,Fantastic AI tool!,5,0,2025-01-31 19:10:09
6178,Interesting writing style,5,0,2025-01-29 14:29:09
6179,Proud of you Chine's Product. So Happy For This Application Pak China Friendship Zindabad 🇵🇰🇨🇳,5,0,2025-01-29 12:22:41
6180,Awful.It doesn't know in which country the state of Arunachal Pradesh belongs to.,1,0,2025-01-29 12:35:47
6181,I'm shock 😧 to see results of this app deepseek is Father of Ai love this app..,5,0,2025-01-28 11:18:13
6182,Thanks China for this free and most powerful Ai on earth,5,0,2025-02-02 16:00:09
6183,Very helpful and free AI app,5,0,2025-01-29 07:15:05
6184,Solves complex scientific equations,5,0,2025-01-28 20:24:29
6185,"Finally! AI that's doesn't defend pedophiles in America. And it's free. Fork ChatGPT, die.",5,0,2025-01-28 02:21:30
6186,From what I was able to accessI give 4 stars,4,0,2025-01-30 17:12:21
6187,Keep saying The server is busy. Please try again later.,1,0,2025-02-02 00:42:27
6188,Been waiting for an app eagerly. Thanks guys.,5,0,2025-01-15 18:08:15
6189,It says: The server is busy. Please try again later.,1,0,2025-02-02 13:02:06
6190,It's simply wonderful 😊 I am happy with it,5,0,2025-01-31 04:22:47
6191,Why are you always busy?,4,0,2025-02-01 15:34:03
6192,Responses were not displayed,1,0,2025-01-29 11:56:15
6193,Very slow not even replying,1,0,2025-01-29 11:28:02
6194,"very Fast translation apps,,nice🇧🇩🇧🇩🇧🇩🇧🇩🇪🇭🇪🇭🇪🇭",5,0,2025-02-02 14:26:16
6195,Absolutely brilliant 👏 I really liked it,5,0,2025-01-29 16:45:56
6196,Can not Log in to use,1,0,2025-01-30 07:05:02
6197,I am ch*tg*t pro user.... I am finding it more useful then that.,5,0,2025-01-28 04:10:04
6198,Deepseek delivers top-tier performanc rn.,5,0,2025-01-30 05:39:12
6199,There is no option for voice chatting in deepseek in pakistan,1,0,2025-01-29 14:25:15
6200,"Better than chat gpt, the future is now old man!",5,0,2025-01-27 22:19:51
6201,"Next-generation AI, Deepseek, will overtake ChatGPT.",5,0,2025-01-29 07:03:42
6202,I loved this application Thank you China.,5,0,2025-01-28 21:29:25
6203,App is like air .. awesome app,5,0,2025-01-29 02:17:17
6204,Tryna sigh up but code won't send,1,0,2025-01-30 19:38:19
6205,This has got to be the wildest au assistant you can get,5,0,2025-01-30 01:23:50
6206,why the search option is not giving any results?,1,0,2025-01-29 22:10:52
6207,Already much better then chatgpt and free!,5,0,2025-01-27 11:22:40
6208,Amazing App. So Fantastic,5,0,2025-01-28 20:57:31
6209,I think it is best development in the ai history,5,0,2025-01-28 10:38:36
6210,"Hey, THIS IS CRAZY. Hope this will be free FOREVER and more IMPROVED.",5,0,2025-01-29 17:13:16
6211,Great app. Really appreciated.,5,0,2025-01-30 15:48:03
6212,It's clear that is more marketing then it is a good instrument. Most of the time the server is busy. It's a Chinese cheep thing.,1,0,2025-01-29 07:39:26
6213,Way better than Chatgpt in every aspect,5,0,2025-01-28 13:32:35
6214,Good job and with congratulations 👏,5,0,2025-01-31 13:59:14
6215,"this app can't be trusted, chatgpt is more better",1,0,2025-01-31 02:32:51
6216,Thank you l love this app deepseek,5,0,2025-01-27 20:25:42
6217,Deepseek took me by suprise !❤❤ It solves countless my researches,5,0,2025-02-02 09:47:50
6218,"How do you sign up, app doesn't accept anything",1,0,2025-01-30 17:16:11
6219,Most useful app in the planet,5,0,2025-01-29 00:06:41
6220,Wow just better in thinking process than other AIs.,5,0,2025-01-28 18:06:32
6221,1000 times better than ChatGpt and Gemini,5,0,2025-01-30 22:57:22
6222,The best open source AI!,5,0,2025-01-28 00:26:21
6223,It has delayed responses. It should be resolved.,5,0,2025-01-31 06:44:45
6224,I love this app... Best app in the world,5,0,2025-01-29 09:10:50
6225,Night ending 10 O clock⏰ not reply deepseek 😡😡😡😡😡,1,0,2025-01-30 17:55:10
6226,Very nice its far better than chatGbt,5,0,2025-01-31 06:57:17
6227,Its the best app forever and it will be 💗,5,0,2025-02-01 23:19:00
6228,Login issue useless app,1,0,2025-01-27 13:13:53
6229,Its a Better and easily used app!,5,0,2025-02-01 00:10:49
6230,"Sign up problem can anyone tell me the solution of it. When I enter the code then the message ""code has been expired"" shows even it is not expired",4,0,2025-01-30 13:59:45
6231,Perfect AI app ever.,5,0,2025-02-01 22:25:03
6232,very good and easy operate I love 💘,5,0,2025-01-28 22:18:52
6233,Best AI chat boat in the world.,5,0,2025-01-30 12:26:00
6234,Its good and reliable i think,5,0,2025-02-01 03:57:06
6235,"It says ""the server is busy""",1,0,2025-01-29 11:39:51
6236,Not good compared to Chat GPT,1,0,2025-01-28 15:39:32
6237,Great ai app so far in playstore,5,0,2025-01-28 18:45:47
6238,Code to sign up not working.,1,0,2025-01-28 20:27:28
6239,It says this server is busy after i said hi.,1,0,2025-01-29 12:06:01
6240,"can't even sign up for this so called ""better than chatgpt"" AI application. Used yahoo mail and GMail but still no code. App is very buggy too, gonna install chatgpt again.",1,0,2025-01-27 13:27:36
6241,Still woke but the best AI so far,5,0,2025-01-29 18:53:42
6242,Not so accurate as compared to chat gpt,1,0,2025-01-28 17:13:22
6243,Deepseek is very very useful Ai,5,0,2025-01-29 08:02:50
6244,This is really a nice app and it's free,5,0,2025-01-28 16:22:14
6245,USA: Chat GPT China: DeepSeek India: Astrotalk apps🤡,5,0,2025-02-02 09:17:49
6246,Asked a single question and in seconds I got all of my queries done 👍,5,0,2025-02-02 12:29:42
6247,Talking to Deepseek feels like talking to your best friend,5,0,2025-01-31 17:02:09
6248,Very helpful no 1 greatest AI assistant,5,0,2025-01-30 05:22:00
6249,Excellent work I think better than chatgpt,5,0,2025-01-31 04:58:12
6250,Awesome app. Way better than the other one😁😁😁,5,12,2025-01-26 20:03:44
6251,Better than chatgpt and all open ai product,5,0,2025-01-31 07:37:05
6252,We need voice chat. Best luck 🤞,5,0,2025-01-29 06:26:21
6253,Best AI I've ever used Let's all say knot cooperate greed,5,0,2025-01-28 21:43:42
6254,Cannot even login 😂,1,0,2025-02-01 18:40:48
6255,It is useful ai chatboot for me.,4,0,2025-01-31 17:05:24
6256,Powerful free have it all,5,0,2025-01-28 13:15:08
6257,Best stuff on net. Utilizing it for all desires,5,0,2025-01-31 15:04:59
6258,"Nah it's like chatgpt version 1 , it couldn't give answer and it's trying to play neutral everytime I question it . But other ai has given definitive answers for the question i asked .",2,0,2025-01-30 02:21:35
6259,"I do really like it, nice app.",5,0,2025-01-28 18:04:21
6260,Requires all personal details before trying.,1,0,2025-01-29 19:06:33
6261,This application doesn't work 😞,1,0,2025-01-29 15:29:50
6262,Very nice app 👉📱 at least better than chatgpt,5,0,2025-01-31 13:16:20
6263,Gives me wrong information most of the time,1,0,2025-01-28 21:16:10
6264,Nice working deepseek app,1,0,2025-01-28 03:28:42
6265,Amazing software best from paid Gpt,5,0,2025-01-27 09:33:05
6266,Best app for Chat GPT and other AI,5,0,2025-02-02 08:04:08
6267,"Awesome ai, I think it's much better than gpt",5,0,2025-01-28 18:16:31
6268,Best app love for China always 🥰,5,0,2025-01-30 09:07:12
6269,Nice fantastic batter than chat gpt too much I like deepseek,5,0,2025-01-29 07:11:48
6270,It won't let me create an account. Keeps saying it can't send the code for registration at this time. After that it keeps freezing.,1,0,2025-01-27 20:07:56
6271,Compare to chatgpt this deepseek is worth less,1,0,2025-01-31 01:17:48
6272,Mazing is the best thing for free.,5,0,2025-01-29 23:07:30
6273,Great full mind for these innovative mind person,5,0,2025-01-31 17:09:45
6274,Definitely not as good as other apps I've used 👎,1,0,2025-01-28 06:05:11
6275,very good I like it very free to use,5,0,2025-01-28 23:32:33
6276,"Amazing, 😍😍😍😍 , good service",4,0,2025-01-30 19:14:52
6277,Great app. Better than chat GPT,5,0,2025-02-01 13:30:07
6278,Absolutely amazed at this AI model 😍 👏,5,0,2025-01-29 07:37:55
6279,I think we didn't have confidence for chatgpt but this one will be good for ppl,3,0,2025-01-30 17:24:07
6280,This is a nice application .I am very happy this app.,5,0,2025-01-29 22:56:12
6281,Very nice and informative,5,0,2025-01-30 03:36:12
6282,I'm actually amazed at how good this app is,5,0,2025-01-29 08:48:22
6283,Full time server down . No use,1,0,2025-01-29 11:40:39
6284,It's free better than chat GPT,5,0,2025-01-29 06:46:56
6285,Most of the time not responding,2,0,2025-02-01 19:08:43
6286,Really good as compare to chatgpt,5,0,2025-01-31 15:17:18
6287,Restrictions on email domains prevented sign up.,1,0,2025-01-29 11:42:48
6288,Much Much Better Than Chat GPT.,5,0,2025-01-28 15:47:54
6289,"It's amazing,better than chat gbt in my opinion",5,0,2025-01-27 18:54:31
6290,App so good their entire servers are down 😂😂,5,0,2025-01-29 08:24:49
6291,Good ai tool compression,5,0,2025-01-29 12:31:47
6292,In Bangla language deepseek skill is very bad,2,8,2025-01-26 09:44:23
6293,Equivalent to ChatGPT and free to use.,5,0,2025-01-30 04:06:55
6294,awesome and open source,5,0,2025-01-29 22:37:58
6295,"IDC if this app collect my data, it give me better knowledge",5,0,2025-01-27 02:44:26
6296,"Can't believe they made a superior software with $6m vs the hundreds of BILLIONS ""tech bros"" have been draining💀💀💀💀",5,0,2025-01-28 02:33:10
6297,Absolutely great app. Luv it.,5,0,2025-01-31 09:54:30
6298,I ask him a question and he didn't answer me so develope this app,1,0,2025-01-29 10:54:45
6299,Why so slow? Server busy?,1,0,2025-01-29 07:37:22
6300,To say It's amazing is an understatement. Senator I'm Singaporean,5,0,2025-01-29 18:20:45
6301,This is really an intelligent and human like understanding AI.,5,0,2025-01-29 09:32:26
6302,Very helpful unexpected features,5,0,2025-01-30 06:34:51
6303,The program is very good and excellent. 👍🏻,5,0,2025-01-28 05:11:52
6304,It will be new arena in ai assistance hope they will keep it,4,0,2025-01-29 08:24:21
6305,Always says server busy.,1,0,2025-01-30 13:02:33
6306,Wow what an amazing open source model,5,2,2025-01-26 19:53:55
6307,i can't share my info with this app 😒,1,0,2025-01-28 03:17:29
6308,"finally, the app is here, deepseek = deeplove ❤️❤️😍",5,1,2025-01-15 22:08:59
6309,I hope it will solve the overload issue soon,5,0,2025-01-30 16:07:15
6310,Not able to sign up,1,0,2025-01-31 15:14:14
6311,Very good ai but must be faster I love it,5,0,2025-01-31 11:54:34
6312,Best language model ai,5,0,2025-01-28 15:20:42
6313,Great One.It Could be Future of the Knowledge of Universe,5,0,2025-01-29 18:09:15
6314,Server crashing often,2,0,2025-01-30 16:36:26
6315,I cannot login and sign up,1,0,2025-01-30 16:34:50
6316,It is nice to be free ... we wish you the best,5,0,2025-02-01 17:12:50
6317,"It doesn't give answers to my questions .It's not like chat, gbt",1,0,2025-01-27 16:54:11
6318,𝐿𝑖𝑡𝑒𝑟𝑎𝑙𝑙𝑦 𝑡ℎ𝑒 𝑏𝑒𝑠𝑡 𝑎𝑝𝑝 𝑒𝑣𝑒𝑟 𝑖 𝑠𝑒𝑒🤩👀,5,0,2025-01-28 16:14:51
6319,Excellent & inspiring,5,0,2025-01-29 05:14:19
6320,The elephant in the room. It's a masterpiece!,5,0,2025-01-28 22:58:04
6321,What a splendid app to work AI 🤝,5,0,2025-01-31 12:32:57
6322,Login not working,1,0,2025-01-27 15:49:28
6323,Thank you very so much deepseek,5,0,2025-02-02 04:23:56
6324,Not received any verification code,1,0,2025-01-28 16:17:57
6325,The answers doesn't show in chat,1,0,2025-01-29 11:11:36
6326,Can't even generate a image,1,0,2025-02-01 05:34:01
6327,"Great experience, much better than chatgpt 👍",5,0,2025-01-28 17:15:44
6328,Keeps going offline,1,0,2025-01-28 22:27:16
6329,"Nothing works: ""sorry, we are having a trouble...""",1,0,2025-01-27 14:41:35
6330,"What else can be said, almost perfect.",5,0,2025-01-30 06:53:10
6331,"What a speed no words chatgpt, gemini fails here easily deepseek 🚀💯",5,0,2025-01-26 10:44:15
6332,"Total garbage, can't give me any answer...",1,0,2025-01-29 15:19:30
6333,Mind blowing such a great application wow.,5,0,2025-01-29 09:32:18
6334,This is so slow Ai !!!! Slow !!!!!,1,0,2025-01-29 17:28:16
6335,Great but not generate Image,5,0,2025-01-28 08:35:33
6336,Check today date in app full of bug,1,0,2025-02-02 18:22:08
6337,Pathetic performance No response of questions at all,1,0,2025-01-29 12:13:28
6338,It's pretty good and it's free!,5,0,2025-01-28 14:33:18
6339,"Unwavering AI assistant, no doubt.",5,0,2025-01-28 18:21:23
6340,Is very useful ai assistant,5,0,2025-02-01 03:24:59
6341,Not enough informative,1,0,2025-02-01 18:10:54
6342,Great AI .. Competing with American AI giants,5,0,2025-01-29 20:51:14
6343,I love this app it is free and smart♥♥♥♥♥♥♥♥,5,0,2025-01-31 15:26:36
6344,"Great , free and powerful AI",5,0,2025-01-28 19:27:03
6345,Very Poor.Its too slow to answer,1,0,2025-01-29 12:42:27
6346,Very good amazing ai model god father of chat gpt,5,0,2025-01-29 06:50:29
