Service,Question,Primary Data Source,Secondary Data Source,Custom Sentiment Score,Analysis Type
Siri,Do I need technical expertise to use it?,"The camera quality, battery life, and sound quality are just as if the item is brand new! Well worth the money saved and have no worries about buying another refurbished item from Amazon.The phone itself is great, no heat, easy to use, and great size.",5,0.44,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,Don’t buy iPhone from this Becoz of difference in price of 2k to 4K.they are giving damaged!!/copy piece even common people can difficult to diffrentiate.I have brought 4 months back camera is working /portrait camera is not working. So many software glitches are coming .so shameful to this reputed website.,1,-0.2,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"No body can beat iPhone not only as a brand name but  also in terms of performance, display,hardware every thing is top notch with very refined architecture ðŸ˜Totally fallen in love with this phones ðŸ“±",5,0.29,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"After using for almost a month, I don’t feel that this iPhone is worth 64K.EY me brief my review.Pros:Excellent battery life.Nice sound.Nice Back Camera.Video streams smoothly.Cons:1. Doesn’t take good selfies. Literally bad at taking selfies makes you look more ugly.2. Touch is ok ok not as per apple standards but it’s soft.3. Literally hard to transfer data from android to iPhone.4. iCloud storage is only 3 GB after that you need to pay for upgrade, better go for 128GB variant.5. No jack for headphones it is only compatible with Bluetooth headphones, another drawback which I was not aware before buying.6. Most of you would be aware that it doesn’t comes with a charger and you have to buy separately.7. If your hands are wet this phone won’t work. I don’t know if it’s really ip68 waterproof kinda stuff because earlier I had Samsung galaxy S8 and it used to work in water and with wet hands also.Overall, it is highly overpriced as per the features. I haven’t tried it for gaming yet so can’t say anything about it. I would not recommend anyone to buy iPhone due to overpriced if u have extra money to waste then go for it.",3,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"I purchased this phone for my daughter for Christmas. It’s May and the phone is garbage. After it got stuck in an update we took it to the Apple Store where they diagnosed several critical hardware malfunctions. The phone was never properly registered by the seller and shows a purchase date of March 31, 1978 so the Apple Store won’t even touch it. I purchased the Asurion insurance for $170 and that was a joke. It took 2 hours to file a claim because they didn’t have a yellow IPhone 14 listed as a product in their system. Finally got the claim filed. Do I get a replacement? No I pay $99 and get a shipping label to return the phone to them. They will send me an Amazon gift card for the cost of phone minus taxes. So 5 months after getting the phone I’m out $300 and in 10 days I’ll have an Amazon gift card.Worst investment. For an extra few hundred, buy directly from Apple or your phone carrier. What a joke.",1,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,Not easy to use,2,2.5,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,It's a very good phone and got a good deal on Amazon. I personally picked the 13 over the 14 as there are hardly any differences between the two. The difference I felt is not worth paying 20-30% additional. Overall the 13 does everything well that is expected of an iPhone.,5,0.39,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"I bought I phone 13pro max Sierra Blue for 1.39L in Dec 2021 from Croma Mount Road Chennai, last month ie after 19 months, camera failed to work literally, visited Apple service centre complained about it simply replied since the product doesn't cover warranty, I need to Pay 20k for replacement of the camera.  Honestly no physical damage..Complained to Apple customer support refused to extend any kind of service supportIf you really value your hard-earned money please think twice and thriceA product so-called premium phone, brought at 1.39l doesn't work for atleast 24 months..is it really worth it?Pls think of itI am attaching my phone seriel number and imei number for authenticity",1,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"The product is good for sure.Battery health was at 87%, it disappointed me. Few scratches on the hardware. Acceptable, but definitely it could be better.",3,0.4,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"I have bought iphone 14 from Amazon India two months before. but now facing hardware issues such as screen freezes. Now it is completely freezes, touch response gone. So dont trust from online. It may be damaged. Buy only from Authorised Dealer.",1,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,Battery back up is very low  description shows 20 plaback hours bt hardly if we use its just for 5 to 6 hours. Disappointed with battery nd temperature of Phone nd phone gets heated up for just usage of half an hour,2,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"This iPhone has got to be one of the best ones I’ve ever bought refurbished and I have bought four refurbished iPhones. There were no cracks scratches no screen burn-in, the camera is immaculate. There’s no scratches in the camera. And the battery capacities at 100%! simple and easy set up. these photos here that I have the first one is from when I bought the phone in December and this is a screenshot from April 20 24 about five months after I bought the phone. Out of all refurbished iPhones, I’ve had this has kept battery life the longest.",5,0.2,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"IOS 17.5 (current version updated from 16.6)Thw worst thing as a ios user for me that the fear of update , i heared some updates get display issues battery drain issues , god sake i doesn't had any issues from ios updates , but till i care- device  was great, super handy for me, little feeling of weight .Display - The 60Hz refresh rate didn't felt badly form me cause i am used such kind of device before. - The brightness Range is so comfortable. - The 2160p60 HDR videos in youtube give blissful experianceBattery And charging - The charging time:- i took 1Hour to charge  from 20% to 91% using apple 20w original adapter and cable without any interruption(no electricity break or disconnection ,calls etc) - Battery backup - I am mostly maintain battery in btw 20% <-> 80% so i think this may get one day backup for me ,Average 5h screen on timeThe one day backup is just a advertisemnt advertisement label usaully we use, actually a day like  events,party,outing  we use -camera ,editing app, social media app more than usual use , that day i didn't get a satisfied backup . - Little temperature warming while charging , no heating issue- battery health after 6 month 98%-battery cycle count 194  after 6 monthPerfomance - Good perfomance for video editing ,photography , social media . (I am not a gamer ) Camera-  Even though i  felt some lag or stuck screens in some third party applications - The cinematic Mode is mind Blowing . i missed 13 pro or higher varients for zooming in this mode . - Actually i really miss pro variant for the tele lens and camera features while i using this . Cost is wall for me. - The photos are nice and feature like exposure adjust and filter was good and quality photos . And the 5x zoomed photos is not good for me.it reduced the pixel quality .- The video and optical image stabilisation was mind blowing . i mostly explore on videos . it was soo good , no words other than that.AND THE BIGGEST FEAR FOR ME NOW IS IOS UPDATEi turned off the auto update at first place .i heared about DISPLAY ISSUES,HEATING ISSUES and BUGS in the ios updates for 13 and 14 series.So for expencive and established brand like apple does not fair . This is the only -ve i have to say as a reminder .Also i heared without ios update display issues are happened . Buy the way it is a hardware issue one of the display provider company's batch may show the issues . but we customers cannot identify which company provides the hardaware.I will attach my battery analytics data screnshot photo here so you can better understand how the battery is good The ordering experience in the greate indian sale was worst . I planned to buy this for 45999/- in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed .As a whole i didn't recommend base models ,i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14",3,0.06,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,Very niceCamera quality is really goodHandy and easy to use,5,1.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"I switched from Oneplus 5t to iPhone 13. The reasons I switched was 1. Battery life of Oneplus 5t deteriorated rapidly and OnePlus hardly cared to explain this. I also suspected that OnePlus deliberately created a bug that led to sudden drop in battery life. 2. Wanted to get an Android phone but could not find even one decent phone that did not have heating issues. 3. Oneplus device also suffered from Screenburn.Having switched the battery life is sorted and the phone does not have any heating issues but iPhones lack basic features such as1. Display of date and time on status bar2. The rounded edges of the phone create a problem as some apps with options at the bottom of the screen are not properly displayed.3. Amazon App does not allow purchase if Kindle books on iOS devices.4. Typing is a problem as the screen is smaller compared to a OnePlus device.Overall, I am neither too happy nor too sad with the purchase though I must confess that price of the phone seems exorbitant vis a vis the value delivered.",3,-0.06,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"Everything is good so far, but it keeps heating up, the phone feels physically hot. I’m not sure if this is a technical problem. I’ve only been on one app and it keeps exiting.",3,0.29,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,Can’t hardly hear anything. This phone clearly has water damage,1,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"""I never thought that I would receive such a bad iPhone from Amazon when I ordered it online. My iPhone is taking extremely blurry photos and it heats up quickly, within 10 minutes of using Instagram or snap. when I called customer service for a replacement,they refused to exchange it directly. This is the first time I bought an iPhone and I had a hard time saving up for it. I thought the camera would be great, but it is taking very blurry photos and overheating. I bought it for Rs. 60,499 because there was a bigger discount than on Flinkart but now I regret buying it from here because I think the seller sold it to me for a lower price due to their own faulty iPhone 13."" My only request is that you replace my iPhone 13 as soon as possible...Send a message...",1,-0.07,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,Do not get an iphone for now. Their software updates cause hardware issues like damaged display and camera. In my case the latest 17.5.1 update broke the flash and the so called apple senior advisers read scripts like a robot. The service centers do what they please and they wanted 32000 to fix my flash issue that happened due to their update. Also in service centreâ€™s terms and conditions they can cause cosmetic damage and they will mot be responsible for that. Itâ€™s mentioned in their repair terms and agreements.,1,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"Just made the transition and here’s my POV on the first ~2 month of usePros- Battery Life is awesome, easily get about a day plus on this, so no Compliants- Screen fluidity is smooooooth! Understandable as I’m transitioning into an OLED from LCD in XR. The panel gets a solid peak brightness quotient so happy here- Screen brightness is good as compared to XR, 2200 nits, but I hardly go beyond 30% brightness to save some juice. Whilst outside I did crank it up and it’s spotless- Dynamic Island is fun, yet to use it to the fullest. Like the way it shows the ETA on delivery and Uber. Simple solution instead of you having to get into the app to check on the ETA- Weight, this phone is soo bloody light!! Understandable as XR was a brick, this is soo welcome- Camera is awesome, love the 48MP intervention, the portrait mode and cinematic mode does the job for me.- The Apple eco system, I enjoy seamless integration of my Watch, Mac, IPad Air and IPhone- Apples approach on Security!- Transferring data from my XR to 15 using the built in app is flawlessCons- The phone was over heating , there is a solution to this from Apple = back up the phone and then erase and reset the phone… including your eSIM settings.. once done set up the phone with the back up….. works like a charm- I still believe Apple should have thrown in a charging brick with such purchasesIndustry memes- USB C : honestly don’t give a jack for the reviews out there on this. It’s just a mode of charging for me and that’s it. I’m not going to be transferring any data so yea, 2.0 speed yadadada - thank you so much- Blue is not blue but white! Think people whining about this should go back to 13/14 or those ludicrous blues in Androids!! These are pestle shades people!!- Buying an Apple product to show off!! I mean, you even serious? You buy a product and then comment on why you should not buy one?- 60hz refresh rate for a 80k phone : save your jokes people, there are many of us who appreciate quality and security than how the screen refreshes. For non gamers like me, panel that is here is apt. I’ve seen a ton of folks buying 120hz phones and using it only to make calls, watch some videos and for textingTips of managing battery health- Switch off background app refresh for apps you don’t need back ground refresh- Avoid wireless charging as this heats your devise up- I charge my phone only using a power bank  not direct wired or wireless charging- Don’t let the battery go below 20%, keep it always between 95% and 20%- Switch off location services and allow only certain app that needs your location service- Switch on Charging Optimisation under the battery section- I don’t use vibrate mode for rings/incoming calls etc- My XR after 5 years of use has 86% battery health so I guess I know what I’m recommending aboveVendor Experience : Appario Retail Private Limited. 5/5, been a regular customer and they have never disappointed me even once. The purchase experience is breezy and quick, thanks team for the support and look forward to the collaboration in the future.….. watch out for this space. Will keep updating in case of significant change in experience",5,0.04,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"During phone conversations, the my voice intermittently breaks, making it difficult for the person on the other end to understand.  Communication becomes unclear and frustrating, affecting the quality of the call.And it is not due to network issue.Also tried restart and everything. Any solution? What is the policy to get a replacement?",1,-0.19,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"IOS 17.5 (current version updated from 16.6)Thw worst thing as a ios user for me that the fear of update , i heared some updates get display issues battery drain issues , god sake i doesn't had any issues from ios updates , but till i care- device  was great, super handy for me, little feeling of weight .Display - The 60Hz refresh rate didn't felt badly form me cause i am used such kind of device before. - The brightness Range is so comfortable. - The 2160p60 HDR videos in youtube give blissful experianceBattery And charging - The charging time:- i took 1Hour to charge  from 20% to 91% using apple 20w original adapter and cable without any interruption(no electricity break or disconnection ,calls etc) - Battery backup - I am mostly maintain battery in btw 20% <-> 80% so i think this may get one day backup for me ,Average 5h screen on timeThe one day backup is just a advertisemnt advertisement label usaully we use, actually a day like  events,party,outing  we use -camera ,editing app, social media app more than usual use , that day i didn't get a satisfied backup . - Little temperature warming while charging , no heating issue- battery health after 6 month 98%-battery cycle count 194  after 6 monthPerfomance - Good perfomance for video editing ,photography , social media . (I am not a gamer ) Camera-  Even though i  felt some lag or stuck screens in some third party applications - The cinematic Mode is mind Blowing . i missed 13 pro or higher varients for zooming in this mode . - Actually i really miss pro variant for the tele lens and camera features while i using this . Cost is wall for me. - The photos are nice and feature like exposure adjust and filter was good and quality photos . And the 5x zoomed photos is not good for me.it reduced the pixel quality .- The video and optical image stabilisation was mind blowing . i mostly explore on videos . it was soo good , no words other than that.AND THE BIGGEST FEAR FOR ME NOW IS IOS UPDATEi turned off the auto update at first place .i heared about DISPLAY ISSUES,HEATING ISSUES and BUGS in the ios updates for 13 and 14 series.So for expencive and established brand like apple does not fair . This is the only -ve i have to say as a reminder .Also i heared without ios update display issues are happened . Buy the way it is a hardware issue one of the display provider company's batch may show the issues . but we customers cannot identify which company provides the hardaware.I will attach my battery analytics data screnshot photo here so you can better understand how the battery is good The ordering experience in the greate indian sale was worst . I planned to buy this for 45999/- in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed .As a whole i didn't recommend base models ,i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14",3,0.06,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"Overall I’m satisfied with the purchase. The screen is cracked and held together by a screen protector but I needed a replacement phone immediately so this will do. The body is dinged up and a scratch on one of the camera lenses. I can overlook those, I think it’s the tiny cracks on the screen that they just put a screen protector over that irk me the most. Not what I would expect when the description was “excellent condition.” I did not mean to purchase an eSIM, because they’re a pain in the butt with Xfinity mobile, so be advised this is an eSIM but yes technically compatible. Probably won’t purchase from here again. I’ve gotten better refurbished electronics elsewhere.",3,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"The phone is awesome. The smoothness, the camera quality, display and the voice clarity are great. There is way better safety as every app asks to get tracked or not, to send you notifications or you can deny it. The phone in itself is so smooth and it’s so easy to edit videos or reels as no lagging is there.While the experience of switching from android to iOS was great, but there are so many things which are way more complicated in iOS.I can’t use true-caller and have to manually check the number, no headphone jack and airpods are kinda not useful for someone who talks for long hours on calls. (Planning to get the lightning cable wired apple earphones).Also, the fact that it does not have fingerprint is kinda shocking as phones starting from 10k also have that feature now, guess apple should really look in to it.Overall, I feel the pros outweigh the cons.Lastly, the BEST feature is the camera. The crystal clear quality of the camera was one of the reasons why I wanted to get the phone. My father has a Z fold, and personally I like the camera of the iPhone 13 way way better. Could be a personal preference, but I am satisfied.",5,0.1,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"The iPhone 13 is, without a doubt, a game-changer. As an avid Apple user, I recently upgraded to this incredible device, and it has exceeded my already high expectations in every way. Here's why I am thoroughly impressed with the iPhone 13:Performance: The A15 Bionic chip is a powerhouse. It makes everything I do on my phone feel lightning-fast and seamless. Whether I'm gaming, streaming, or multitasking, the iPhone 13 handles it all effortlessly.Display: The Super Retina XDR display is a work of art. The colors are vivid, the brightness is exceptional, and the contrast is stunning. Whether I'm watching movies, browsing the web, or scrolling through social media, the visual experience is second to none.Camera: The camera system on the iPhone 13 is nothing short of amazing. It captures photos and videos with outstanding clarity and detail. The Night mode has been a game-changer for low-light photography, and the Cinematic mode for videos adds a whole new dimension to my creative endeavors.Battery Life: Apple has improved battery life on the iPhone 13, and it shows. I can go through an entire day of heavy usage without needing to reach for a charger. The battery management features are also impressive, ensuring I get the most out of every charge.iOS: The iPhone 13 runs on iOS, and the user experience is unmatched. The interface is intuitive, and the App Store offers a vast ecosystem of apps that enhance the device's capabilities.Design: The iPhone 13 boasts a sleek and premium design. It's durable and feels great in hand. The Ceramic Shield front cover offers extra protection, which is a welcome addition.5G Capability: The iPhone 13 is 5G-ready, which means I can experience lightning-fast data speeds and low latency, making it future-proof and ready for the latest advancements in mobile technology.Privacy and Security: Apple's commitment to user privacy and security is commendable. With features like Face ID and enhanced data protection, I feel confident that my personal information is in safe hands.In summary, the iPhone 13 is a stunning upgrade, delivering on Apple's legacy of innovation and excellence. It offers exceptional performance, a breathtaking display, a camera system that redefines mobile photography and videography, and a design that exudes luxury. This device is a testament to Apple's commitment to pushing the boundaries of what a smartphone can be. If you're looking for the best in the business, the iPhone 13 is it. I wholeheartedly recommend it to anyone seeking a top-tier mobile experience. It's worth every penny and more!",4,0.07,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"The screen has many small scratches, and the back has many small stains that won't come off even if you wipe it hard. I don't mind scratches on the sides, but I wonder what the standard is for saying this is very good.",1,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"Planning to buy it , I hope I get a better experience ,  hardly waiting  to buy but green colour want to experience charging quality appearance and features",4,0.0,Keyword/Text Analysis
Siri,Do I need technical expertise to use it?,"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy. I was using vivo y19 Lite before this and still have that phone with me. Putting out the feature that is being missed by me-1. Forwarding Anything in Whatsapp: Forwarding anything in Whatsapp from IPhone takes bit more step as compared to what is being offered in Android. This makes the entire process slow for an Android User2. App Switcher: Apple could have easily made App Switcher easy with just light Swipe up, instead they made it with long pressed Swipe up. Why man, why.. You don't have any features for Swipe up, just make it easy to launch.3. Andorid Dialer is Always Missed: Every android has a basic feature, where you can search the contact directly from Phone Dialer, here Dialer is used for Dialing Number only and it will not suggest you similar contact from contacts or last Dial. This is really bad.. If you have to Dial a number directly, use Dialer.. If you have to dial someone from Recent Call log, shift to that and if you to dial someone from contact, shift to that. Man, all this can be done under one button, under dialer. Android user will miss this very badly.4. Sending Multiple Files in Whatsapp: If you wants to add more than 1 file directly from whatsapp, you have to do it twice. In Android, one can simple start selecting from whatspp itself and can select as many files as they wants and can send in a single click. Here for sending multiple files, you have to go to gallery or folder and select all files first and share it through whatsapp.5. No Swipe based shifting from Chats to Status and to calls: In Android Whatsapp, you can switch between Calls, Chats and Status by just swiping, here you have to press button of each.6. Contact Viewing: Contact list sorting method is still out of my mind. Man, make it easy. For example, if one of your contacts First Name or Middle Name or Last Name, any one of thing start with Alphabet ""A"", than it will be shown on top of the list. Apple, pls adopt any one method or at least allow us to customise it.7. Many Apps in Android are much more refined than its version on Apple.8. This is for those who had use Samsung Pay: Samsung Pay was one of the best app for making UPI or Card Payment, just swipe up from home screen of Samsung Phones (Only S Series) and the app is open for payment, I miss that here very badly.9. Lack of Dual Messenger Facility: You can't use two different WhatsApp numbers here in the same phone, as supported in all android right now.These are the issues that I face right now. Apart from this, the phone is good, the sound is loud and clear, it Feels Premium in Hand, the Touch is very good and Face ID works like a charm. Gesture control customisation is really good and you can customise a lot of things.",5,0.09,Keyword/Text Analysis
Siri,What happens to my data?,poor quality through and through except camera. its display is worse than oneplus 7t pro with more reflections and poor refresh rate. apple stifles third party integration like huawei watch and thus cannot use find phone feature unless app is open and minimized.mail sync doesnt refresh. eg android will refresh notification when mail is deleted or read on other source. animation is like a blink giving poor interaction. auto word correction is so bad that i turned it off. always on feature is not there despite oled. oled wuality black itself is bad because of extreme reflection. there was one good paid app files that apple replaced with its own and disabled ftp. cannot share photo on bluetooth.  too many crappy deliberate limitations. i disnt check otg feature and i am sure it is restricted and not there on apple.overall i decided to go back to oneplus loosing about ₹45k in short few months. data is more important for me than phone.i had migrated from apple to bb in 2015. then to android in 2017. going back feels like going to stone agefinally speaker quality is bad. really bad with out of sync lower ends sounding like cheap woofer setup.camera is ok but then i am comparing to 7t pro and when i really need quality then i anyway use my fujifilm that no iphone can compare tosuch a terrible waste of moneyps: wireless charging is a joke with temp reaching 40 degrees. even wired charging reaches 37. this in controlled temp of 27 degree room temp. oneolus 7t pro barely touches 35 despite much faster charging speed,1,-0.22,Keyword/Text Analysis
Siri,What happens to my data?,"I have only had it a week or so but I love it. Saved over $900. This is my first iPhone, changing from a Samsung 8, It has made a world of difference to me and my Business.",5,0.26,Keyword/Text Analysis
Siri,What happens to my data?,"I was also apprehensive after seeing some reviews that this refurbished iPhone was not unlocked. But I had no trouble whatsoever getting this setup, migrating data from the old phone and getting my carrier & number activated on the new phone was super easy and quick.It should be noted that iPhone 14 does not use removable SIM cards anymore (despite the fact that a SIM tool was included with this). It used an embedded SIM (eSIM) that is not supported by all carriers. All of the major carriers support eSIM (like AT&T, T-Mobil,e Verizon), but some of the smaller ones may not yet support it, so check your carrier to make sure it supports eSIM activation. My carrier (Mint) luckily supported it and took less than 5 minutes to get the phone number migrated and activated.",5,0.07,Keyword/Text Analysis
Siri,What happens to my data?,Works just like new! Checked the battery health and it was 100 percent. Definitely worth the purchase and saves you a lot more money. Only difference between this and a new iPhone is that you might not get the original charger or box but that doesn’t matter to me.,5,0.0,Keyword/Text Analysis
Siri,What happens to my data?,"I definitely would recommend this phone.. But with that being said i will lay out the good and the bad of it.Good:- I ordered excellent and the phone came with absolutely no damage, scratches or anything. looked like a brand new phone.- Speakers work perfect- Camera works perfect- phone runs very smoothlyBad:- phone wouldn’t let me transfer from my old phone, could easily be that my old phones an iphone 11 and not as high tech- if you use straight talk, you can NOT do esim. went through hell to get my data transferred.- phone would not let me connect to imessage at first, all i had to do was turn off imsg, power it off and back on and it started working.- battery life is at 88%. but i also knew the risk when i bought the phone.I will definitely say that the phone is amazing and i’m very glad i made the purchase, considering how i was very hesitant to purchase as it’s from Amazon and refurbished. I would recommend purchasing this phone. with that being said i advise if you’re looking to purchase this phone you do!!!",4,0.11,Keyword/Text Analysis
Siri,What happens to my data?,"Reviewing after 2 months usage.+ve:1. Battery2. Display3. Camera-ve:1. Screen not responding in all the corners, I need to click three or four times2. Portrait mode pictures , one plus does better than this3. Phone got Stuck three times4. When I play PUBG/BGMI fire button takes some time to respond (not sure it’s BGMI issue ) and also with mobile data BGMI not able to handle extreme graphicsNote : these are all my experiences  as new iPhone user who used Oneplus7 earlier.",3,0.0,Keyword/Text Analysis
Siri,What happens to my data?,"Apple should increase performance of device, I can say garbage collection is not working as like previous iOS versions. Applications are getting hang some times if ram is consuming more memoryCamera quality should increase for iphone 13 if we compare with samsung mobiles like s21 and s22Even as I observed mobile is heating up but not frequentlyOverall I can say 2.5/5",3,0.0,Keyword/Text Analysis
Siri,What happens to my data?,"If you’re like me and update your phone package online to create the best “tab” for your needs, this is for you. I know it’s an up front cost but it beats paying a ton more down the line. Product was in immaculate condition and the 512gb storage has been vital for me as a relatively new content creator. Perfect for all my vlogs, YouTube, etc. keep the monthly bill small and go this route.",5,0.27,Keyword/Text Analysis
Siri,What happens to my data?,"It's been less than a year and I am facing overnight battery draining issue, to give you an example i charged my phone at 78% yesterday at 7.40 PM and today morning at 97.00 AM the battery got drained upto 22%. I have not even touched my phone. I tried many things ,I was using low power mode, stopped background application refreshing, and even turned of wifi,mobile data and location. This was the costliest phone i bought last year and this has serious battery issues.",2,0.0,Keyword/Text Analysis
Siri,What happens to my data?,"I mainly bought it for content creation because the software optimization was good and also because I use macbook air so data transfer between iphone is quicker than the android one, basically less hassle.Love the photo and video quality.It's also mostly for work than personal use. Customization is a bit hard but I also use android as primary phone so not an issue for me.Overall a good purchase for me.",5,0.29,Keyword/Text Analysis
Siri,What happens to my data?,"Step into a world of sophistication with the Apple iPhone 13 128GB in Pink. Radiating elegance, this sleek device combines cutting-edge technology with a stunning design. Its vibrant pink hue adds a touch of personality, standing out in a sea of smartphones. With 128GB of storage, you'll have ample space for all your photos, videos, and apps. The powerful A15 Bionic chip ensures seamless performance, while the advanced camera system captures every moment in breathtaking detail. Elevate your mobile experience with the iPhone 13 Pink and make a statement wherever you go.",5,0.0,Keyword/Text Analysis
Siri,What happens to my data?,I am trying to transfer data from android phone to iphone and following the instruction given but it is not complete and giving troubles.,1,0.0,Keyword/Text Analysis
Siri,What happens to my data?,"We're pretty confident when we say that the iPhone 13 is the best iPhone for most people. It may look like Apple has only changed the position of one of the phone's back cameras since last year's model, but trust us when we say that there are more substantial upgrades than that. With a new display, larger battery, and better camera hardware and software, the iPhone 13 is the new benchmark for flagship phones.Once again, Apple's made the iPhone 13 far more powerful than its Android competitors thanks to its 5G-ready A15 Bionic chip. If the raw performance doesn't interest you, photographers can play with the new Photographic Style filters in the camera app, while videographers will be excited by the new Cinematic mode focus-racking ability.The regular iPhone 13 has some flaws. The charging is still relatively slow compared to some Android phones. And I don't like that only the iPhone 13 Pro models get a 120Hz display and telephoto zoom. But based on my in-depth iPhone 13 review, this new iPhone is the best phone for the money.The overall display quality continues to be stellar. When watching the trailer for The Matrix Resurrections, I was mesmerized by the neon code encircling Neo as he walked down the street, and in another scene, I could make out individual hairs on Neo’s beard as he stared up into the sun.DISPLAY1. Smaller notch makes the display a bit more immersive2. Slightly different button placement3. Pink and blue are standout colors4. New Green color launched March 2022CAMERA1. Bright and colorful images beat Samsung2. Ultra-wide camera delivers more scenes and improved Night mode3. Photographic styles give you creative controlVIDEO1. Cinematic mode automatically changes focus on subjects while adding bokeh2. Superior Dolby Vision HDR video qualityPERFORMANCE and A15 Bionic1.A15 Bionic is the fastest chip once again2. Machine learning performance notably betterBATTERY LIFE1.10 hours and 33 minutes of battery life, which is 2 hours better than the iPhone 12Software1.SharePlay lets you watch videos and listen to music with friends2. Focus cuts down on distractionsVERDICT :The iPhone 13 improves on what was already the best iPhone for most people by introducing a bunch of welcome enhancements. I especially like the longer battery life, as the iPhone 12’s endurance was underwhelming even for a 5G phone. I wouldn’t recommend that iPhone 12 owners upgrade to the new iPhone, but the iPhone 13 is worth it if you own an iPhone 11 or older device.I don’t think many people will care about the smaller notch. What truly stands out on the iPhone 13 is the camera. The low-light performance is even better now, and computational photography features like Cinematic mode and Photographic styles flex the A15 Bionic’s muscles in ways that go way beyond benchmarks.I’m also glad Apple doubled the starting storage at 128GB, as that move was overdue and puts the new iPhone on par with Android flagships. I’d like to see Apple offering faster charging next time around — be it via USB-C or MagSafe — as well as a 120Hz display.The bottom line is that the iPhone 13 is a fantastic phone and raises the bar for what you think a camera phone can do.",5,0.06,Keyword/Text Analysis
Siri,What happens to my data?,"It's been less than a year and I am facing overnight battery draining issue, to give you an example i charged my phone at 78% yesterday at 7.40 PM and today morning at 97.00 AM the battery got drained upto 22%. I have not even touched my phone. I tried many things ,I was using low power mode, stopped background application refreshing, and even turned of wifi,mobile data and location. This was the costliest phone i bought last year and this has serious battery issues.",2,0.0,Keyword/Text Analysis
